Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Etsy link (product.metafields.custom.etsy_link),Introductory sentence (product.metafields.custom.introductory_sentence),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Artwork authenticity (product.metafields.shopify.artwork-authenticity),Artwork frame material (product.metafields.shopify.artwork-frame-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Frame style (product.metafields.shopify.frame-style),Neckline (product.metafields.shopify.neckline),Painting medium (product.metafields.shopify.painting-medium),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cambridge-travel-art-print-tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Hand_signed_art_prints_Georgina_Westley.jpg?v=1770828809,16,I hand sign all my art prints in pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cambridge-travel-art-print-tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Easy_to_frame_Georgina_Westley.jpg?v=1770828809,17,"My prints come in standard A4, A3 and A2 sizes which make them really easy to frame. Most high street stores sell frames to suit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedford-travel-art-print-cornflower,Bedford Travel Art Print,"<p>Do you love Bedford? Maybe you were born there? Maybe you left long ago but remember it as home. Whether you are a local resident, student at the College or University, a keen rower, an embankment jogger, an Italian food lover or a gig goer, there's plenty of local landmarks on this print to reflect the place you love. Can you spot the following? The Higgins, the Embankment, Oasis Pool, Bedford Borough Council building, Bedford Rowing Club, the Butterfly Bridge, Bedford Bridge, Castle Mound, Guru Nanak Gurdwara Temple, St Pauls, Holy Child and St Joseph, Harpur Shopping Centre, The Harpur Suite. Check out my other Bedford listings for the other four colour way options.<br><br>Designed and printed by me in my home studio in Bedfordshire, UK.</p>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Prints",Poster,"Bedford, Bedfordshire",true,Size,A4,,Color,Cornflower,,,,,bedford-travel-art-print-cornflower-A4,0.0,,continue,manual,15.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/GW_Bedford_Newsprint.jpg?v=1691350738,1,"",false,,,500044,,,,,,,,,,,https://georginawestley.etsy.com/uk/listing/1437225998/bedford-travel-art-print-colour-options,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordCornflowerNBCopyright.jpg?v=1691350738,lb,,0.00,active
bedford-travel-art-print-cornflower,,,,,,,,,A4,,,Midnight,,,,,bedford-travel-art-print-midnight-A4,0.0,,continue,manual,15.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordCornflowerNBCopyright.jpg?v=1691350738,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordMidnightCopyrightNB.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A4,,,Newsprint,,,,,bedford-travel-art-print-newsprint-A4,0.0,,continue,manual,15.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordMidnightCopyrightNB.jpg?v=1691350738,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordNewspaperNBCopyright.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A4,,,Sage,,,,,bedford-travel-art-print-sage-A4,0.0,,continue,manual,15.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordNewspaperNBCopyright.jpg?v=1691350738,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordSageCopyrightNB.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A4,,,Tropical,,,,,bedford-travel-art-print-tropical-A4,0.0,,continue,manual,15.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordSageCopyrightNB.jpg?v=1691350738,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordTropical.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A3,,,Cornflower,,,,,bedford-travel-art-print-cornflower-A3,0.0,,continue,manual,25.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordTropical.jpg?v=1691350738,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordCornflowerNBCopyright.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A3,,,Midnight,,,,,bedford-travel-art-print-midnight-A3,0.0,,continue,manual,25.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/files/GW_Bedford_Cornflower.jpg?v=1691350738,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordMidnightCopyrightNB.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A3,,,Newsprint,,,,,bedford-travel-art-print-newsprint-A3,0.0,,continue,manual,25.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/files/GW_Bedford_Midnight.jpg?v=1691350738,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordNewspaperNBCopyright.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A3,,,Sage,,,,,bedford-travel-art-print-sage-A3,0.0,,continue,manual,25.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/files/GW_Bedford_Sage.jpg?v=1691299830,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordSageCopyrightNB.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A3,,,Tropical,,,,,bedford-travel-art-print-tropical-A3,0.0,,continue,manual,25.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/files/GW_Bedford_Tropical.jpg?v=1691299830,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordTropical.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A2,,,Cornflower,,,,,bedford-travel-art-print-cornflower-A2,0.0,,continue,manual,40.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Print_size_guide_A2_A3_A4_Georgina_Westley.jpg?v=1770828809,11,A handy print size guide including centimetres and inches. Scaled in proportion with the sofa to help you choose the right print for you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordCornflowerNBCopyright.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A2,,,Midnight,,,,,bedford-travel-art-print-midnight-A2,0.0,,continue,manual,40.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Postbox_with_art_prints_Georgina_Westley.jpg?v=1770828809,12,This is the post box where your prints get posted in Sandy Bedfordshire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordMidnightCopyrightNB.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A2,,,Newsprint,,,,,bedford-travel-art-print-newsprint-A2,0.0,,continue,manual,40.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Free_bookmark_and_gift_tag_Georgina_Westley.jpg?v=1770828809,13,Every order comes with a free bookmark and a gift tag.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordNewspaperNBCopyright.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A2,,,Sage,,,,,bedford-travel-art-print-sage-A2,0.0,,continue,manual,40.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Free_sticker_Georgina_Westley.jpg?v=1770828809,14,Every order comes with a free sticker so you don't forget me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordSageCopyrightNB.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,A2,,,Tropical,,,,,bedford-travel-art-print-tropical-A2,0.0,,continue,manual,40.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Write_your_gift_tag_Georgina_Westley.jpg?v=1770828809,15,I'll even write the gift tag for you if you leave a message in the notes section.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/products/BedfordTropical.jpg?v=1691350738,lb,,0.00,
bedford-travel-art-print-cornflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Hand_signed_art_prints_Georgina_Westley.jpg?v=1770828809,16,I hand sign all my art prints in pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bedford-travel-art-print-cornflower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Easy_to_frame_Georgina_Westley.jpg?v=1770828809,17,"My prints come in standard A4, A3 and A2 sizes which make them really easy to frame. Most high street stores sell frames to suit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beach-campfire,Beach Campfire,"<div data-pm-slice=""1 1 []"" data-en-clipboard=""true"">My thoughts on this work:</div>
<ul>
<li>Captures the flickering flames of a beach campfire.</li>
<li>I started this piece at an Art Club I go to and finished it when I got home.</li>
<li>The palette knife work creates the energy of the flames.</li>
<li>Soft brush work helps create the glow and warms of the embers.</li>
<li>Colours used: cadmium orange, blues and paynes grey.</li>
</ul>
<p>Framing: If you would like this framed, I can take it to my local and trusted framer for you. As this piece is a one off though, you would need to buy it first then contact me to enquire about framing. I will then give you a quote for framing based on your requirements.<br></p>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Oils and acrylics,Original art,true,Title,Default Title,,,,,,,,beach-campfire,0.0,shopify,deny,manual,100.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/IMG_20230131_184722_822.jpg?v=1727860314,1,"",false,,,500044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
north-cornwall-coast-sold,North Cornwall Coast (SOLD),"<div data-en-clipboard=""true"" data-pm-slice=""1 1 []"">My thoughts on this work:</div>
<ul>
<li>Sun setting off the north coast of Cornwall.</li>
<li>This piece came together only in the last 10 mins when I used my palette knife to create more movement.</li>
<li>Cobalt aqua was a new colour to me and this is my first time using it (middle left hand side).</li>
<li>Energy of the clouds mimic the crashing waves.</li>
<li>Colours used: cobalt aquas, blues and oranges with golden red rock highlights.</li>
</ul>
<span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">Framing: If you would like this framed, I can take it to my local and trusted framer for you. As this piece is a one off though, you would need to buy it first then contact me to enquire about framing. I will then give you a quote for framing based on your requirements.</span><br>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Paintings",Oils and acrylics,Original art,true,Title,Default Title,,,,,,,,north-cornwall-coast,0.0,shopify,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/IMG_20230205_195824618.jpg?v=1715090889,1,"",false,,,500044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
london-underground-art-print-smoke-grey-colourway,London Underground Art Print (Smoke Grey Colourway),"<p>Celebrating the bold designs, colours and patterns of the London Underground, this art print will bring that London feel to the walls of your home.</p>
<p>The colour palettes pay homage to the iconic moquettes found on London transport throughout the ages. Plus the option to personalise your print with the wording or station of your choice makes this a great option for a gift or for a unique art piece for your home.</p>
<p>This piece takes its colours not from a particular moquette, but from the feel of the London Underground. I created this colour-way to offer an alternative to the bright colours available in my other options.</p>
<ul>
<li>Main colour: Greys and green</li>
<li>Sizes available: A4, A3, A2</li>
<li>Paper: 280gsm archival matte</li>
<li>Inks: 9 colour pigment inks</li>
<li>Signed: yes</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Prints",Poster,"England, Industrial, London, London Underground, Trains, Transport",true,Size,A4,,,,,,,,london-underground-art-print-smoke-grey-colourway-A4-,0.0,,continue,manual,15.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/GW_London_UndergroundSmoke.jpg?v=1691300316,1,"",false,,,500044,,,,,,,,,,,https://georginawestley.etsy.com/uk/listing/1378671162/london-underground-tube-station-smoke,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.00,active
london-underground-art-print-smoke-grey-colourway,,,,,,,,,A3,,,,,,,,london-underground-art-print-smoke-grey-colourway-A3-,0.0,,continue,manual,25.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/LondonUndergroundLondonSmokeNBA3.jpg?v=1691300317,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.00,
london-underground-art-print-smoke-grey-colourway,,,,,,,,,A2,,,,,,,,london-underground-art-print-smoke-grey-colourway-A2-,0.0,,continue,manual,40.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Print_size_guide_A2_A3_A4_Georgina_Westley.jpg?v=1770828809,3,A handy print size guide including centimetres and inches. Scaled in proportion with the sofa to help you choose the right print for you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.00,
london-underground-art-print-smoke-grey-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Postbox_with_art_prints_Georgina_Westley.jpg?v=1770828809,4,This is the post box where your prints get posted in Sandy Bedfordshire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-smoke-grey-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Free_bookmark_and_gift_tag_Georgina_Westley.jpg?v=1770828809,5,Every order comes with a free bookmark and a gift tag.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-smoke-grey-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Free_sticker_Georgina_Westley.jpg?v=1770828809,6,Every order comes with a free sticker so you don't forget me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-smoke-grey-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Write_your_gift_tag_Georgina_Westley.jpg?v=1770828809,7,I'll even write the gift tag for you if you leave a message in the notes section.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-smoke-grey-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Hand_signed_art_prints_Georgina_Westley.jpg?v=1770828809,8,I hand sign all my art prints in pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-smoke-grey-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Easy_to_frame_Georgina_Westley.jpg?v=1770828809,9,"My prints come in standard A4, A3 and A2 sizes which make them really easy to frame. Most high street stores sell frames to suit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-victoria-green-colourway,London Underground Art Print (Victoria Green Colourway),"<p>Celebrating the bold designs, colours and patterns of the London Underground, this art print will bring that London feel to the walls of your home.</p>
<p>The colour palettes pay homage to the iconic moquettes found on London transport throughout the ages. Plus the option to personalise your print with the wording or station of your choice makes this a great option for a gift or for a unique art piece for your home.</p>
<p>This piece takes its colours from the 1960's Victoria line moquette designed by Marianne Straub. Dark, mid and pale blues make the bulk of this design but the green holds its space adding a pop of colour and some balance.</p>
<ul>
<li>Main colour: Blues and green</li>
<li>Sizes available: A4, A3, A2</li>
<li>Paper: 280gsm archival matte</li>
<li>Inks: 9 colour pigment inks</li>
<li>Signed: yes</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Prints",Poster,"England, Industrial, London, London Underground, Trains, Transport",true,Size,A4,,,,,,,,london-underground-art-print-victoria-green-colourway-A4-,0.0,,continue,manual,15.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/GW_London_UndergroundVictoria.jpg?v=1691300497,1,"",false,,,500044,,,,,,,,,,,https://georginawestley.etsy.com/uk/listing/1378666390/london-underground-tube-station-victoria,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.00,active
london-underground-art-print-victoria-green-colourway,,,,,,,,,A3,,,,,,,,london-underground-art-print-victoria-green-colourway-A3-,0.0,,continue,manual,25.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/LondonUndergroundVictoriaA3NB.jpg?v=1691300497,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.00,
london-underground-art-print-victoria-green-colourway,,,,,,,,,A2,,,,,,,,london-underground-art-print-victoria-green-colourway-A2-,0.0,,continue,manual,40.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Print_size_guide_A2_A3_A4_Georgina_Westley.jpg?v=1770828809,3,A handy print size guide including centimetres and inches. Scaled in proportion with the sofa to help you choose the right print for you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.00,
london-underground-art-print-victoria-green-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Postbox_with_art_prints_Georgina_Westley.jpg?v=1770828809,4,This is the post box where your prints get posted in Sandy Bedfordshire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-victoria-green-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Free_bookmark_and_gift_tag_Georgina_Westley.jpg?v=1770828809,5,Every order comes with a free bookmark and a gift tag.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-victoria-green-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Free_sticker_Georgina_Westley.jpg?v=1770828809,6,Every order comes with a free sticker so you don't forget me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-victoria-green-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Write_your_gift_tag_Georgina_Westley.jpg?v=1770828809,7,I'll even write the gift tag for you if you leave a message in the notes section.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-victoria-green-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Hand_signed_art_prints_Georgina_Westley.jpg?v=1770828809,8,I hand sign all my art prints in pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-victoria-green-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Easy_to_frame_Georgina_Westley.jpg?v=1770828809,9,"My prints come in standard A4, A3 and A2 sizes which make them really easy to frame. Most high street stores sell frames to suit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-piccadilly-blues-colourway,London Underground Art Print (Piccadilly Blues Colourway),"<p>Celebrating the bold designs, colours and patterns of the London Underground, this art print will bring that London feel to the walls of your home.</p>
<p>The colour palettes pay homage to the iconic moquettes found on London transport throughout the ages. Plus the option to personalise your print with the wording or station of your choice makes this a great option for a gift or for a unique art piece for your home.</p>
<p>This piece takes its colours from Piccadilly line moquettes through the ages. Dark, mid and pale blues make the bulk of this design but the red holds its space adding a pop of colour and some balance. This colour-way also reflects the colours of the Union flag so it is a great option for those wanting to remember their visit to London. </p>
<ul>
<li>Main colour: Blues and reds</li>
<li>Sizes available: A4, A3, A2</li>
<li>Paper: 280gsm archival matte</li>
<li>Inks: 9 colour pigment inks</li>
<li>Signed: yes</li>
</ul>",Georgina Westley Art Design,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork > Prints",Poster,"England, Industrial, London, London Underground, Trains, Transport",true,Size,A4,,,,,,,,london-underground-art-print-piccadilly-blues-colourway-A4-,0.0,,continue,manual,15.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/GW_London_UndergroundPiccadilly.jpg?v=1691300593,1,"",false,,,500044,,,,,,,,,,,https://georginawestley.etsy.com/uk/listing/1378654604/london-underground-tube-station,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.00,active
london-underground-art-print-piccadilly-blues-colourway,,,,,,,,,A3,,,,,,,,london-underground-art-print-piccadilly-blues-colourway-A3-,0.0,,continue,manual,25.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/LondonUndergroundPiccadillyA3WatermarkedNB.jpg?v=1691300593,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.00,
london-underground-art-print-piccadilly-blues-colourway,,,,,,,,,A2,,,,,,,,london-underground-art-print-piccadilly-blues-colourway-A2-,0.0,,continue,manual,40.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Print_size_guide_A2_A3_A4_Georgina_Westley.jpg?v=1770828809,3,A handy print size guide including centimetres and inches. Scaled in proportion with the sofa to help you choose the right print for you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,0.00,
london-underground-art-print-piccadilly-blues-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Postbox_with_art_prints_Georgina_Westley.jpg?v=1770828809,4,This is the post box where your prints get posted in Sandy Bedfordshire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-piccadilly-blues-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Free_bookmark_and_gift_tag_Georgina_Westley.jpg?v=1770828809,5,Every order comes with a free bookmark and a gift tag.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-piccadilly-blues-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Free_sticker_Georgina_Westley.jpg?v=1770828809,6,Every order comes with a free sticker so you don't forget me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-piccadilly-blues-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Write_your_gift_tag_Georgina_Westley.jpg?v=1770828809,7,I'll even write the gift tag for you if you leave a message in the notes section.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-piccadilly-blues-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Hand_signed_art_prints_Georgina_Westley.jpg?v=1770828809,8,I hand sign all my art prints in pencil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
london-underground-art-print-piccadilly-blues-colourway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0808/2738/4116/files/Easy_to_frame_Georgina_Westley.jpg?v=1770828809,9,"My prints come in standard A4, A3 and A2 sizes which make them really easy to frame. Most high street stores sell frames to suit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
